Nome_da_Empresa,Status_do_Foguete,Custo_da_Missao,Status_da_Missao,Pais,Estado_Regiao,Ano,Mes,Dia,Hora,Modelo_Foguete,Carga_Util,Pais_Mapa,Status_da_Missao_Num,Status_do_Foguete_Num,Alvo_Sucesso,Empresa_Cod,Pais_Cod,Probabilidade_Sucesso,Probabilidade_Falha,Previsao_IA_Status
Rocket Lab,StatusActive,7.5,Success,New Zealand,M?hia Peninsula,2019,6.0,29.0,4.0,Electron/Curie,Make it Rain,New Zealand,3,1,1,41.0,11.0,0.8318887503238366,0.16811124967616362,1
SpaceX,StatusActive,90.0,Success,USA,Florida,2019,6.0,25.0,6.0,Falcon Heavy,STP-2,United States,3,1,1,46.0,16.0,0.94128507933114,0.05871492066886013,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2019,6.0,24.0,18.0,Long March 3B/E,Beidou-3 IGSO-2,China,3,1,1,7.0,2.0,0.6415128472928809,0.35848715270711873,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2019,6.0,20.0,21.0,Ariane 5 ECA,Eutelsat 7C &  AT&T T-16,France,3,1,1,3.0,3.0,0.9408849557355802,0.05911504426441963,1
SpaceX,StatusActive,50.0,Success,USA,California,2019,6.0,12.0,14.0,Falcon 9 Block 5,RADARSAT Constellation,United States,3,1,1,46.0,16.0,0.8933416687671903,0.1066583312328099,1
CASC,StatusActive,5.3,Success,Yellow Sea,Tai Rui Barge,2019,6.0,5.0,4.0,Long March 11H,Jilin-1 & Others,International Waters,3,1,1,7.0,5.0,0.8521770459809656,0.14782295401903428,1
Roscosmos,StatusActive,65.0,Success,Kazakhstan,Baikonur Cosmodrome,2019,5.0,30.0,17.0,Proton-M/Briz-M,Yamal-601,Kazakhstan,3,1,1,42.0,9.0,0.8833442491743021,0.11665575082569811,1
Roscosmos,StatusActive,48.5,Success,Russia,Plesetsk Cosmodrome,2019,5.0,27.0,6.0,Soyuz 2.1b/Fregat-M,Cosmos 2534,Russia,3,1,1,42.0,13.0,0.7128239448906737,0.2871760551093267,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2019,5.0,24.0,2.0,Falcon 9 Block 5,Starlink V0.9,United States,3,1,1,46.0,16.0,0.9616744875695933,0.0383255124304068,1
CASC,StatusActive,64.68,Failure,China,Taiyuan Satellite Launch Center,2019,5.0,22.0,22.0,Long March 4C,Yaogan Weixing-33,China,0,1,0,7.0,2.0,0.6076116444034738,0.3923883555965264,1
ISRO,StatusActive,21.0,Success,India,Satish Dhawan Space Centre,2019,5.0,22.0,0.0,PSLV-CA,RISAT-2B,India,3,1,1,23.0,4.0,0.9152744159373835,0.08472558406261659,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2019,5.0,17.0,15.0,Long March 3C/E,Beidou-2 G8,China,3,1,1,7.0,2.0,0.570054023491148,0.4299459765088515,1
Rocket Lab,StatusActive,7.5,Success,New Zealand,M?hia Peninsula,2019,5.0,5.0,6.0,Electron/Curie,That's a Funny Looking Cactus,New Zealand,3,1,1,41.0,11.0,0.7008581938963804,0.2991418061036201,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2019,5.0,4.0,6.0,Falcon 9 Block 5,CRS-17,United States,3,1,1,46.0,16.0,0.9276580566914138,0.07234194330858633,1
Blue Origin,StatusActive,48.5,Success,USA,Texas,2019,5.0,2.0,13.0,New Shepard,NS-11,United States,3,1,1,5.0,16.0,0.6966285830469846,0.3033714169530152,1
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2019,4.0,29.0,22.0,Long March 4B,Tianhui-2 Group 01,China,3,1,1,7.0,2.0,0.6798002890921186,0.32019971090788163,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2019,4.0,20.0,14.0,Long March 3B/E,Beidou-3 IGSO-1,China,3,1,1,7.0,2.0,0.4304903872583441,0.5695096127416561,0
Northrop,StatusRetired,85.0,Success,USA,Virginia,2019,4.0,17.0,20.0,Antares 230,CRS NG-11,United States,3,0,1,36.0,16.0,0.7865422162402355,0.2134577837597649,1
SpaceX,StatusActive,90.0,Success,USA,Florida,2019,4.0,11.0,22.0,Falcon Heavy,ArabSat 6A,United States,3,1,1,46.0,16.0,0.968574194643684,0.031425805356316186,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2019,4.0,4.0,17.0,Soyuz ST-B/Fregat-MT,O3b FM17-FM20,France,3,1,1,3.0,3.0,0.8489393204348274,0.15106067956517272,1
Roscosmos,StatusActive,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2019,4.0,4.0,11.0,Soyuz 2.1a,Progress MS-11 (72P),Kazakhstan,3,1,1,42.0,9.0,0.7741150151952523,0.22588498480474783,1
ISRO,StatusActive,21.0,Success,India,Satish Dhawan Space Centre,2019,4.0,1.0,3.0,PSLV-QL,EMISAT & Rideshares,India,3,1,1,23.0,4.0,0.895358633647633,0.10464136635236714,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2019,3.0,31.0,15.0,Long March 3B/E,Tianlian-2,China,3,1,1,7.0,2.0,0.7036779253034786,0.2963220746965211,1
Rocket Lab,StatusActive,7.5,Success,New Zealand,M?hia Peninsula,2019,3.0,28.0,23.0,Electron/Curie,Two Thumbs Up,New Zealand,3,1,1,41.0,11.0,0.8348370225119607,0.16516297748803965,1
OneSpace,StatusActive,48.5,Failure,China,Jiuquan Satellite Launch Center,2019,3.0,27.0,9.0,OS-M1,Lingque-1B,China,0,1,0,38.0,2.0,0.2741569724523624,0.7258430275476375,0
Arianespace,StatusActive,37.0,Success,France,French Guiana,2019,3.0,22.0,1.0,Vega,PRISMA,France,3,1,1,3.0,3.0,0.8940414334879893,0.10595856651201079,1
ULA,StatusRetired,123.0,Success,USA,Florida,2019,3.0,16.0,0.0,"Delta IV Medium+ (5,4)",WGS-10,United States,3,0,1,48.0,16.0,0.9600697819080967,0.03993021809190345,1
Roscosmos,StatusRetired,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2019,3.0,14.0,19.0,Soyuz FG,Soyuz MS-12 (58S),Kazakhstan,3,0,1,42.0,9.0,0.6317268932679471,0.3682731067320531,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2019,3.0,9.0,16.0,Long March 3B/E,Zhongxing-6C,China,3,1,1,7.0,2.0,0.7305997110758967,0.269400288924103,1
Exos,StatusActive,48.5,Partial Failure,New Mexico,Spaceport America,2019,3.0,2.0,17.0,SARGE,Launch 2,United States,2,1,0,16.0,16.0,0.08810598622254591,0.9118940137774542,0
SpaceX,StatusActive,50.0,Success,USA,Florida,2019,3.0,2.0,7.0,Falcon 9 Block 5,SpaceX Demo-1,United States,3,1,1,46.0,16.0,0.9487050764741591,0.05129492352584098,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2019,2.0,27.0,21.0,Soyuz ST-B/Fregat-M,OneWeb #1,France,3,1,1,3.0,3.0,0.9298381630954238,0.07016183690457597,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2019,2.0,22.0,1.0,Falcon 9 Block 5,Nusantara Satu & Beresheet,United States,3,1,1,46.0,16.0,0.9784444062621791,0.02155559373782099,1
VKS RF,StatusActive,41.8,Success,Kazakhstan,Baikonur Cosmodrome,2019,2.0,21.0,16.0,Soyuz 2.1b/Fregat-M,EgyptSat-A,Kazakhstan,3,1,1,52.0,9.0,0.8382582134251163,0.16174178657488372,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2019,2.0,5.0,21.0,Ariane 5 ECA,GSAT-31 & Hellas-Sat-4,France,3,1,1,3.0,3.0,0.9298381630954238,0.07016183690457597,1
ISA,StatusActive,48.5,Failure,Iran,Semnan Space Center,2019,1.0,,11.0,Safir-1B+,Dousti,Iran,0,1,0,21.0,6.0,0.1133843664905919,0.8866156335094075,0
ISRO,StatusActive,31.0,Success,India,Satish Dhawan Space Centre,2019,1.0,24.0,18.0,PSLV-DL,Microsat-R,India,3,1,1,23.0,4.0,0.720178093805916,0.27982190619408404,1
Blue Origin,StatusActive,48.5,Success,USA,Texas,2019,1.0,23.0,15.0,New Shepard,NS-10,United States,3,1,1,5.0,16.0,0.7920804410966525,0.2079195589033476,1
CASC,StatusActive,5.3,Success,China,Jiuquan Satellite Launch Center,2019,1.0,21.0,5.0,Long March 11,Jilin-1 Hyperspectral & Others,China,3,1,1,7.0,2.0,0.8963885948328288,0.10361140516717125,1
ULA,StatusActive,350.0,Success,USA,California,2019,1.0,19.0,19.0,Delta IV Heavy,NROL-71,United States,3,1,1,48.0,16.0,0.9594932627535574,0.04050673724644241,1
JAXA,StatusActive,39.0,Success,Japan,Uchinoura Space Center,2019,1.0,18.0,0.0,Epsilon PBS,Innovative Satellite Technology Demonstration-1,Japan,3,1,1,24.0,8.0,0.8147617066098304,0.18523829339016962,1
ISA,StatusActive,48.5,Failure,Iran,Semnan Space Center,2019,1.0,15.0,0.0,Simorgh,Payam-e Amirkabir,Iran,0,1,0,21.0,6.0,0.23884762201125354,0.7611523779887465,0
SpaceX,StatusActive,50.0,Success,USA,California,2019,1.0,11.0,15.0,Falcon 9 Block 5,Iridium-8,United States,3,1,1,46.0,16.0,0.9274947556955951,0.07250524430440483,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2019,1.0,10.0,17.0,Long March 3B/E,Zhongxing-2D (Chinasat-2D),China,3,1,1,7.0,2.0,0.7420293997495839,0.25797060025041585,1
CASC,StatusActive,30.8,Success,China,Jiuquan Satellite Launch Center,2018,12.0,29.0,8.0,Long March 2D/YZ-3,Hongyan-1,China,3,1,1,7.0,2.0,0.879595229364784,0.1204047706352157,1
Roscosmos,StatusActive,48.5,Success,Russia,Vostochny Cosmodrome,2018,12.0,27.0,2.0,Soyuz 2.1a/Fregat,Kanopus-V No. 5-6 & Rideshares,Russia,3,1,1,42.0,13.0,0.9457303259070409,0.05426967409295911,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2018,12.0,24.0,16.0,Long March 3C/E,TJS-3,China,3,1,1,7.0,2.0,0.9246641887465636,0.07533581125343612,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2018,12.0,23.0,13.0,Falcon 9 Block 5,GPS III SV01,United States,3,1,1,46.0,16.0,0.9484383710210494,0.05156162897895057,1
CASC,StatusActive,5.3,Success,China,Jiuquan Satellite Launch Center,2018,12.0,21.0,23.0,Long March 11,Hongyun-1,China,3,1,1,7.0,2.0,0.9562842242764367,0.043715775723563215,1
VKS RF,StatusActive,65.0,Success,Kazakhstan,Baikonur Cosmodrome,2018,12.0,21.0,0.0,Proton-M/Briz-M,Blagovest No.13L,Kazakhstan,3,1,1,52.0,9.0,0.9222177312954165,0.07778226870458328,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2018,12.0,19.0,16.0,Soyuz ST-A/Fregat-M,CSO 1,France,3,1,1,3.0,3.0,0.9377732811522397,0.06222671884776015,1
ISRO,StatusActive,47.0,Success,India,Satish Dhawan Space Centre,2018,12.0,19.0,10.0,GSLV Mk II,GSAT-7A,India,3,1,1,23.0,4.0,0.9206994402397669,0.07930055976023322,1
Rocket Lab,StatusActive,7.5,Success,New Zealand,M?hia Peninsula,2018,12.0,16.0,6.0,Electron/Curie,This one's for Pickering,New Zealand,3,1,1,41.0,11.0,0.8408592512062434,0.15914074879375667,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2018,12.0,7.0,18.0,Long March 3B/E,Chang'e-4,China,3,1,1,7.0,2.0,0.9345196690509513,0.06548033094904872,1
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2018,12.0,7.0,4.0,Long March 2D,"SaudiSAT 5A, & 5B and Others",China,3,1,1,7.0,2.0,0.8794345166459259,0.12056548335407416,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2018,12.0,5.0,18.0,Falcon 9 Block 5,CRS-16,United States,3,1,1,46.0,16.0,0.9552611863741619,0.044738813625838064,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2018,12.0,4.0,20.0,Ariane 5 ECA,GSAT-11 & GEO-KOMPSAT 2A,France,3,1,1,3.0,3.0,0.962547964279863,0.03745203572013705,1
SpaceX,StatusActive,50.0,Success,USA,California,2018,12.0,3.0,18.0,Falcon 9 Block 5,Spaceflight SSO-A,United States,3,1,1,46.0,16.0,0.9552611863741619,0.044738813625838064,1
Roscosmos,StatusRetired,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2018,12.0,3.0,11.0,Soyuz FG,Soyuz MS-11 (57S),Kazakhstan,3,0,1,42.0,9.0,0.6036515506729034,0.39634844932709673,1
VKS RF,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2018,11.0,30.0,2.0,Rokot/Briz KM,Cosmos 2530 to 2532,Russia,3,0,1,52.0,13.0,0.7932657563954812,0.20673424360451867,1
ISRO,StatusActive,21.0,Success,India,Satish Dhawan Space Centre,2018,11.0,29.0,4.0,PSLV-CA,HySIS,India,3,1,1,23.0,4.0,0.9072196642611452,0.09278033573885482,1
Arianespace,StatusActive,37.0,Success,France,French Guiana,2018,11.0,21.0,1.0,Vega,Mohammed VI-B,France,3,1,1,3.0,3.0,0.9178485028196548,0.08215149718034533,1
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2018,11.0,19.0,23.0,Long March 2D,"Shiyan-6, Jiading-1 (OKW-01), & Others",China,3,1,1,7.0,2.0,0.9154139166137376,0.08458608338626221,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2018,11.0,18.0,18.0,Long March 3B/YZ-1,BeiDou-3 M17 & M18,China,3,1,1,7.0,2.0,0.8554733095421034,0.1445266904578964,1
Northrop,StatusRetired,85.0,Success,USA,Virginia,2018,11.0,17.0,9.0,Antares 230,CRS NG-10,United States,3,0,1,36.0,16.0,0.7536531936291451,0.2463468063708551,1
Roscosmos,StatusRetired,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2018,11.0,16.0,18.0,Soyuz FG,Progress MS-10 (71P),Kazakhstan,3,0,1,42.0,9.0,0.5900929278452772,0.4099070721547231,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2018,11.0,15.0,20.0,Falcon 9 Block 5,Es'hail 2,United States,3,1,1,46.0,16.0,0.9635067415338998,0.03649325846610049,1
ISRO,StatusActive,62.0,Success,India,Satish Dhawan Space Centre,2018,11.0,14.0,11.0,GSLV Mk III,GSAT 29,India,3,1,1,23.0,4.0,0.8766618597837385,0.1233381402162618,1
Rocket Lab,StatusActive,7.5,Success,New Zealand,M?hia Peninsula,2018,11.0,11.0,3.0,Electron/Curie,It's Business Time,New Zealand,3,1,1,41.0,11.0,0.8652423609392459,0.13475763906075408,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2018,11.0,7.0,0.0,Soyuz ST-B/Fregat-M,MetOp C,France,3,1,1,3.0,3.0,0.9890442460759228,0.010955753924077537,1
VKS RF,StatusActive,48.5,Success,Russia,Plesetsk Cosmodrome,2018,11.0,3.0,20.0,Soyuz 2.1b/Fregat,GLONASS-M No.54S,Russia,3,1,1,52.0,13.0,0.9241936698990529,0.0758063301009473,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2018,11.0,1.0,15.0,Long March 3B/E,Beidou-3 G1,China,3,1,1,7.0,2.0,0.8481326244828195,0.15186737551718035,1
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2018,10.0,29.0,4.0,H-IIA 202,"Ibuki 2, KhalifaSat & Others",Japan,3,1,1,32.0,8.0,0.9372228937786855,0.06277710622131479,1
CASC,StatusActive,30.8,Success,China,Jiuquan Satellite Launch Center,2018,10.0,29.0,0.0,Long March 2C,"CFOSAT, Zhaojin-1, Hongyan-1, & Others",China,3,1,1,7.0,2.0,0.9482565980433397,0.05174340195665998,1
Landspace,StatusRetired,48.5,Failure,China,Jiuquan Satellite Launch Center,2018,10.0,27.0,8.0,ZhuQue-1,CCTV Future-1,China,0,0,0,30.0,2.0,0.09959881184516713,0.9004011881548329,0
Roscosmos,StatusActive,35.0,Success,Russia,Plesetsk Cosmodrome,2018,10.0,25.0,0.0,Soyuz 2.1b,Lotus-S No.4,Russia,3,1,1,42.0,13.0,0.919983379331091,0.08001662066890886,1
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2018,10.0,24.0,22.0,Long March 4B,Haiyang-2B,China,3,1,1,7.0,2.0,0.8627487347529594,0.13725126524704054,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2018,10.0,20.0,1.0,Ariane 5 ECA,BepiColombo,France,3,1,1,3.0,3.0,0.9702296346062912,0.0297703653937089,1
ULA,StatusActive,153.0,Success,USA,Florida,2018,10.0,17.0,4.0,Atlas V 551,AEHF-4,United States,3,1,1,48.0,16.0,0.9620172298992465,0.03798277010075389,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2018,10.0,15.0,4.0,Long March 3B/YZ-1,BeiDou-3 M15 & M16,China,3,1,1,7.0,2.0,0.8692657361257303,0.13073426387426929,1
Roscosmos,StatusRetired,48.5,Failure,Kazakhstan,Baikonur Cosmodrome,2018,10.0,11.0,8.0,Soyuz FG,Soyuz MS-10 (56S),Kazakhstan,0,0,0,42.0,9.0,0.3750551511531172,0.6249448488468824,0
CASC,StatusActive,30.8,Success,China,Jiuquan Satellite Launch Center,2018,10.0,9.0,2.0,Long March 2C,Yaogan-32 Group 01,China,3,1,1,7.0,2.0,0.9167674678070336,0.08323253219296614,1
SpaceX,StatusActive,50.0,Success,USA,California,2018,10.0,8.0,2.0,Falcon 9 Block 5,SAOCOM 1A,United States,3,1,1,46.0,16.0,0.9398576050089188,0.06014239499108124,1
ExPace,StatusActive,28.3,Success,China,Jiuquan Satellite Launch Center,2018,9.0,29.0,4.0,Kuaizhou 1A,CentiSpace-1 S1,China,3,1,1,15.0,2.0,0.7420255660924072,0.25797443390759295,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2018,9.0,25.0,22.0,Ariane 5 ECA,Horizons-3e & Azerspace 2/Intelsat 38,France,3,1,1,3.0,3.0,0.9144569052383946,0.0855430947616056,1
MHI,StatusRetired,112.5,Success,Japan,Tanegashima Space Center,2018,9.0,22.0,17.0,H-IIB,HTV-7,Japan,3,0,1,32.0,8.0,0.7830709877301837,0.2169290122698163,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2018,9.0,19.0,14.0,Long March 3B/YZ-1,BeiDou-3 M13 & M14,China,3,1,1,7.0,2.0,0.7440340517352539,0.2559659482647461,1
ISRO,StatusActive,21.0,Success,India,Satish Dhawan Space Centre,2018,9.0,16.0,16.0,PSLV-CA,SSTL-1 & NovaSAR-S,India,3,1,1,23.0,4.0,0.8511141829963803,0.1488858170036198,1
ULA,StatusRetired,123.0,Success,USA,California,2018,9.0,15.0,13.0,Delta II 7420-10C,ICESat-2,United States,3,0,1,48.0,16.0,0.872369777495198,0.12763022250480233,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2018,9.0,10.0,4.0,Falcon 9 Block 5,Telstar 18V / APStar 5C,United States,3,1,1,46.0,16.0,0.9454929813996177,0.054507018600382484,1
CASC,StatusActive,30.8,Success,China,Taiyuan Satellite Launch Center,2018,9.0,7.0,3.0,Long March 2C,Haiyang 1C (HY-1C),China,3,1,1,7.0,2.0,0.8841316303288926,0.11586836967110709,1
Exos,StatusActive,48.5,Partial Failure,New Mexico,Spaceport America,2018,8.0,25.0,18.0,SARGE,Launch 1,United States,2,1,0,16.0,16.0,0.08057011102637528,0.9194298889736248,0
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2018,8.0,24.0,23.0,Long March 3B/YZ-1,BeiDou-3 M11 & M12,China,3,1,1,7.0,2.0,0.8330918814681653,0.1669081185318346,1
Arianespace,StatusActive,37.0,Success,France,French Guiana,2018,8.0,22.0,21.0,Vega,ADM-Aeolus,France,3,1,1,3.0,3.0,0.8691722416481404,0.13082775835185947,1
ULA,StatusActive,350.0,Success,USA,Florida,2018,8.0,12.0,7.0,Delta IV Heavy,Parker Solar Probe,United States,3,1,1,48.0,16.0,0.9789448335966539,0.021055166403346308,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2018,8.0,7.0,5.0,Falcon 9 Block 5,Merah Putih (Telkom-4),United States,3,1,1,46.0,16.0,0.936929978882153,0.0630700211178472,1
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2018,7.0,31.0,3.0,Long March 4B,Gaofen 11,China,3,1,1,7.0,2.0,0.9050897243602799,0.09491027563972022,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2018,7.0,29.0,1.0,Long March 3B/YZ-1,BeiDou-3 M5 & M6,China,3,1,1,7.0,2.0,0.8578036198680339,0.1421963801319658,1
SpaceX,StatusActive,50.0,Success,USA,California,2018,7.0,25.0,11.0,Falcon 9 Block 5,Iridium-7,United States,3,1,1,46.0,16.0,0.8973691385903458,0.10263086140965423,1
Arianespace,StatusRetired,200.0,Success,France,French Guiana,2018,7.0,25.0,11.0,Ariane 5 ES,Galileo FOC FM19-FM22,France,3,0,1,3.0,3.0,0.759706117209408,0.24029388279059244,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2018,7.0,22.0,5.0,Falcon 9 Block 5,Telstar 19V,United States,3,1,1,46.0,16.0,0.9200986985972968,0.07990130140270328,1
Blue Origin,StatusActive,48.5,Success,USA,Texas,2018,7.0,18.0,15.0,New Shepard,NS-9 (Inflight Escape Test),United States,3,1,1,5.0,16.0,0.7100694388527173,0.2899305611472824,1
Roscosmos,StatusActive,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2018,7.0,9.0,21.0,Soyuz 2.1a,Progress MS-09 (70P),Kazakhstan,3,1,1,42.0,9.0,0.8646365154510698,0.13536348454893044,1
CASC,StatusActive,69.7,Success,China,Xichang Satellite Launch Center,2018,7.0,9.0,20.0,Long March 3A,BeiDou-2 I7,China,3,1,1,7.0,2.0,0.7646039771409552,0.2353960228590446,1
CASC,StatusActive,30.8,Success,China,Jiuquan Satellite Launch Center,2018,7.0,9.0,3.0,Long March 2C,PRSS-1 & PakTES-1A,China,3,1,1,7.0,2.0,0.8188801700176875,0.18111982998231224,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2018,6.0,29.0,9.0,Falcon 9 Block 4,CRS-15,United States,3,0,1,46.0,16.0,0.844622078983848,0.15537792101615217,1
CASC,StatusActive,30.8,Success,China,Xichang Satellite Launch Center,2018,6.0,27.0,3.0,Long March 2C,XJSS A & B,China,3,1,1,7.0,2.0,0.8421319615791018,0.157868038420898,1
VKS RF,StatusActive,41.8,Success,Russia,Plesetsk Cosmodrome,2018,6.0,16.0,21.0,Soyuz 2.1b/Fregat-M,GLONASS-M No.53S,Russia,3,1,1,52.0,13.0,0.8893061476521295,0.11069385234787053,1
MHI,StatusActive,90.0,Success,Japan,Tanegashima Space Center,2018,6.0,12.0,4.0,H-IIA 202,IGS Radar-6,Japan,3,1,1,32.0,8.0,0.9335650093415149,0.06643499065848535,1
Roscosmos,StatusRetired,48.5,Success,Kazakhstan,Baikonur Cosmodrome,2018,6.0,6.0,11.0,Soyuz FG,Soyuz MS-09 (55S),Kazakhstan,3,0,1,42.0,9.0,0.5315546542056169,0.4684453457943831,1
CASC,StatusActive,69.7,Success,China,Xichang Satellite Launch Center,2018,6.0,5.0,13.0,Long March 3A,Fengyun 2H,China,3,1,1,7.0,2.0,0.6827706616389415,0.31722933836105854,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2018,6.0,4.0,4.0,Falcon 9 Block 4,SES-12,United States,3,0,1,46.0,16.0,0.8900700303557536,0.1099299696442465,1
CASC,StatusActive,29.75,Success,China,Jiuquan Satellite Launch Center,2018,6.0,2.0,4.0,Long March 2D,Gaofen 6 & Luojia 1,China,3,1,1,7.0,2.0,0.7921843727935681,0.20781562720643193,1
SpaceX,StatusRetired,62.0,Success,USA,California,2018,5.0,22.0,19.0,Falcon 9 Block 4,Iridium-6 & GRACE-FO,United States,3,0,1,46.0,16.0,0.8766330169502191,0.12336698304978114,1
Northrop,StatusRetired,85.0,Success,USA,Virginia,2018,5.0,21.0,4.0,Antares 230,CRS OA-9E,United States,3,0,1,36.0,16.0,0.8265233912202764,0.1734766087797234,1
CASC,StatusActive,64.68,Success,China,Xichang Satellite Launch Center,2018,5.0,20.0,21.0,Long March 4C,"Queqiao, Longjiang 1 & 2",China,3,1,1,7.0,2.0,0.6692194210317706,0.33078057896822943,1
SpaceX,StatusActive,50.0,Success,USA,Florida,2018,5.0,11.0,20.0,Falcon 9 Block 5,Bangabandhu-1,United States,3,1,1,46.0,16.0,0.9445056698194741,0.05549433018052623,1
CASC,StatusActive,64.68,Success,China,Taiyuan Satellite Launch Center,2018,5.0,8.0,18.0,Long March 4C,Gaofen 5,China,3,1,1,7.0,2.0,0.6955861022554579,0.30441389774454175,1
ULA,StatusActive,109.0,Success,USA,California,2018,5.0,5.0,11.0,Atlas V 401,InSight,United States,3,1,1,48.0,16.0,0.9162324891945557,0.08376751080544453,1
CASC,StatusActive,29.15,Success,China,Xichang Satellite Launch Center,2018,5.0,3.0,16.0,Long March 3B/E,Apstar 6C,China,3,1,1,7.0,2.0,0.6289654678860921,0.37103453211390763,1
Blue Origin,StatusActive,48.5,Success,USA,Texas,2018,4.0,29.0,17.0,New Shepard,NS-8,United States,3,1,1,5.0,16.0,0.6936697530114044,0.30633024698859557,1
CASC,StatusActive,5.3,Success,China,Jiuquan Satellite Launch Center,2018,4.0,26.0,4.0,Long March 11,Zhuhai-1 2A to 2D,China,3,1,1,7.0,2.0,0.8408458865219658,0.15915411347803418,1
Eurockot,StatusRetired,41.8,Success,Russia,Plesetsk Cosmodrome,2018,4.0,25.0,17.0,Rokot/Briz KM,Sentinel-3B,Russia,3,0,1,14.0,13.0,0.5567195062626895,0.4432804937373107,1
SpaceX,StatusRetired,62.0,Success,USA,Florida,2018,4.0,18.0,22.0,Falcon 9 Block 4,Transiting Exoplanet Survey Satellite (TESS),United States,3,0,1,46.0,16.0,0.9105712116363153,0.08942878836368504,1
VKS RF,StatusActive,65.0,Success,Kazakhstan,Baikonur Cosmodrome,2018,4.0,18.0,22.0,Proton-M/Briz-M,Blagovest-12L,Kazakhstan,3,1,1,52.0,9.0,0.8497528664271032,0.1502471335728969,1
ULA,StatusActive,153.0,Success,USA,Florida,2018,4.0,14.0,23.0,Atlas V 551,AFSPC-11,United States,3,1,1,48.0,16.0,0.9505511473853481,0.04944885261465208,1
ISRO,StatusActive,31.0,Success,India,Satish Dhawan Space Centre,2018,4.0,11.0,22.0,PSLV-XL,IRNSS-1I,India,3,1,1,23.0,4.0,0.8016150465078253,0.19838495349217497,1
CASC,StatusActive,64.68,Success,China,Jiuquan Satellite Launch Center,2018,4.0,10.0,4.0,Long March 4C,"Yaogan 31 A, B, & C",China,3,1,1,7.0,2.0,0.9060705915221728,0.09392940847782717,1
Arianespace,StatusActive,200.0,Success,France,French Guiana,2018,4.0,5.0,21.0,Ariane 5 ECA,Superbird-B3/DSN-1 & HYLAS-4,France,3,1,1,3.0,3.0,0.9276708198094341,0.072329180190566,1
