Tipo_Combustivel,Ano,Pais_Lancamento,Nome_Satellites_Carga,Dia,Probabilidade_Falha_IA,Status_do_Foguete,Idade_da_Empresa,Nome_da_Empresa,Capacidade_Maxima_LEO_KG,Foguete_Reutilizavel,Peso_Real_da_Carga_KG,Status_da_Missao,Previsao_IA_Status,Mes,Regiao_Lancamento,Tipo_de_Missao,Probabilidade_Sucesso_IA,Hora,Custo_da_Missao,Setor_da_Empresa,Orbita_Destino,Modelo_Foguete,Latitude,Longitude
Não Informado,1991,Russia,Intercosmos 25 & Magion 3,18,0.0853784690547147,StatusRetired,-3.0,Yuzhmash,0.0,0,0.0,Success,1,12,Plesetsk Cosmodrome,Não Informado,0.914621530945285,3.0,150.0,Não Informado,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1991,France,"Telecom 2A, Inmarsat 2F3",16,0.3197469779676171,StatusRetired,11.0,Arianespace,0.0,0,0.0,Success,1,12,French Guiana,Não Informado,0.6802530220323828,22.0,200.0,Commercial,Não Informado,Ariane 44L,5.24,-52.77
Não Informado,1991,Usa,Eutelsat 2F3,7,0.2906681722163898,StatusRetired,39.0,General Dynamics,0.0,0,0.0,Success,1,12,Florida,Não Informado,0.70933182778361,22.0,150.0,Commercial,Não Informado,Atlas II,28.56,-80.58
Não Informado,1991,Usa,DMSP F-11,28,0.3701739116587645,StatusRetired,39.0,General Dynamics,0.0,0,0.0,Success,1,11,California,Não Informado,0.6298260883412354,13.0,150.0,Commercial,Não Informado,Atlas-E/F Star-37S-ISS,34.63,-120.61
Lox/Rp-1,1991,Russia,Cosmos 2173,27,0.1436567783983981,StatusRetired,-1.0,RVSN USSR,680.0,0,0.0,Success,1,11,Plesetsk Cosmodrome,Não Informado,0.8563432216016024,3.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1991,Usa,STS-44,24,0.0645137044847513,StatusRetired,33.0,NASA,0.0,0,0.0,Success,1,11,Florida,Não Informado,0.9354862955152486,23.0,450.0,Civil,Não Informado,Space Shuttle Atlantis,28.56,-80.58
Não Informado,1991,Russia,Cosmos 2165 to 2170,12,0.2442194328874571,StatusRetired,-1.0,RVSN USSR,0.0,0,0.0,Success,1,11,Plesetsk Cosmodrome,Não Informado,0.7557805671125428,20.0,150.0,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1991,Usa,SLDCOM & NOSS 3x,8,0.1467688576870227,StatusRetired,-15.0,Martin Marietta,0.0,0,0.0,Success,1,11,California,Não Informado,0.8532311423129775,7.0,35.0,Commercial,Não Informado,Titan IV(403)A,34.63,-120.61
Não Informado,1991,France,Intelsat 6AF1,29,0.1086776827736389,StatusRetired,11.0,Arianespace,0.0,0,0.0,Success,1,10,French Guiana,Não Informado,0.891322317226361,23.0,200.0,Commercial,Não Informado,Ariane 44L,5.24,-52.77
Lox/Rp-1,1991,Russia,Cosmos 2164,10,0.265943992729943,StatusRetired,-1.0,RVSN USSR,680.0,0,0.0,Success,1,10,Plesetsk Cosmodrome,Não Informado,0.7340560072700572,14.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1991,Russia,Cosmos 2157 to 2162,28,0.2048995358207537,StatusRetired,-1.0,RVSN USSR,0.0,0,0.0,Success,1,9,Plesetsk Cosmodrome,Não Informado,0.7951004641792465,7.0,150.0,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1991,France,Anik E1,26,0.0984614751754454,StatusRetired,11.0,Arianespace,0.0,0,0.0,Success,1,9,French Guiana,Não Informado,0.9015385248245544,23.0,200.0,Commercial,Não Informado,Ariane 44P,5.24,-52.77
Não Informado,1991,Russia,Molniya-3 n†­151,17,0.2059122213660755,StatusRetired,-1.0,RVSN USSR,0.0,0,0.0,Success,1,9,Plesetsk Cosmodrome,Não Informado,0.7940877786339247,20.0,150.0,Civil,Não Informado,Molniya-M /Block ML,62.93,40.57
Não Informado,1991,Usa,STS-48,12,0.0727229101555372,StatusRetired,33.0,NASA,0.0,0,0.0,Success,1,9,Florida,Não Informado,0.9272770898444628,23.0,450.0,Civil,Não Informado,Space Shuttle Discovery,28.56,-80.58
Lox/Rp-1,1991,Kazakhstan,Tselina-2 n†­9,30,0.3375777475950098,StatusRetired,-1.0,RVSN USSR,6232.0,0,0.0,Failure,1,8,Baikonur Cosmodrome,Não Informado,0.6624222524049896,8.0,150.0,Civil,Não Informado,Zenit-2,45.92,63.34
Não Informado,1991,Japan,Yohkoh,30,0.2812821119730134,StatusRetired,-3.0,ISAS,0.0,0,0.0,Success,1,8,Uchinoura Space Center,Não Informado,0.7187178880269864,2.0,150.0,Não Informado,Não Informado,Mu-III S2,31.25,131.08
Não Informado,1991,Kazakhstan,IRS-1B,29,0.2825255106288633,StatusRetired,-1.0,RVSN USSR,0.0,0,0.0,Success,1,8,Baikonur Cosmodrome,Não Informado,0.7174744893711366,6.0,150.0,Civil,Não Informado,Vostok-2M,45.92,63.34
Não Informado,1991,Japan,BS-3B,25,0.4371997113799138,StatusRetired,-12.0,MHI,0.0,0,0.0,Success,1,8,Tanegashima Space Center,Não Informado,0.5628002886200866,8.0,90.0,Civil,Não Informado,H-I UM-129A (9SO),30.4,130.97
N2O4/Udmh,1991,Japan,BS-3B (Yuri-3B),25,0.4371997113799138,StatusRetired,-12.0,MHI,1451.0,0,0.0,Success,1,8,Tanegashima Space Center,Não Informado,0.5628002886200866,8.0,90.0,Civil,Não Informado,H-I (9 SO),30.4,130.97
Lox/Rp-1,1991,Russia,Cosmos 2154,22,0.2513564551792562,StatusRetired,-1.0,RVSN USSR,680.0,0,0.0,Success,1,8,Plesetsk Cosmodrome,Não Informado,0.7486435448207439,12.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1991,Russia,Meteor-3 n†­5,15,0.2346402273849495,StatusRetired,-1.0,RVSN USSR,0.0,0,0.0,Success,1,8,Plesetsk Cosmodrome,Não Informado,0.7653597726150511,9.0,150.0,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1991,France,Intelsat 605,14,0.0991924693274922,StatusRetired,11.0,Arianespace,0.0,0,0.0,Success,1,8,French Guiana,Não Informado,0.9008075306725076,23.0,200.0,Commercial,Não Informado,Ariane 44L,5.24,-52.77
Não Informado,1991,Usa,STS-43,2,0.09589706827709,StatusRetired,33.0,NASA,0.0,0,0.0,Success,1,8,Florida,Não Informado,0.9041029317229096,15.0,450.0,Civil,Não Informado,Space Shuttle Atlantis,28.56,-80.58
Não Informado,1991,Russia,Molniya-1 n†­150,1,0.2524690621164372,StatusRetired,-1.0,RVSN USSR,0.0,0,0.0,Success,1,8,Plesetsk Cosmodrome,Não Informado,0.7475309378835628,11.0,150.0,Civil,Não Informado,Molniya-M /Block ML,62.93,40.57
Não Informado,1991,Usa,7 Microsats,21,0.7837138666480444,StatusRetired,-3.0,Northrop,0.0,0,0.0,Partial Failure,0,7,California,Não Informado,0.2162861333519553,17.0,40.0,Não Informado,Não Informado,Pegasus/HAPS,34.63,-120.61
Não Informado,1991,France,"ERS-1, Oscar 22, Orbcomm-X, Tubsat-A, SARA",17,0.0801015280109018,StatusRetired,11.0,Arianespace,0.0,0,0.0,Success,1,7,French Guiana,Não Informado,0.9198984719890982,1.0,200.0,Commercial,Não Informado,Ariane 40,5.24,-52.77
Não Informado,1991,Usa,USA-71 (GPS IIA-2),4,0.189917454483675,StatusRetired,-15.0,Boeing,0.0,0,0.0,Success,1,7,Florida,Não Informado,0.8100825455163252,2.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Lox/Rp-1,1991,Russia,Ta??foun n†­59,25,0.2468315900698475,StatusRetired,-1.0,RVSN USSR,680.0,0,0.0,Failure,1,6,Plesetsk Cosmodrome,Não Informado,0.7531684099301527,13.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1991,Russia,Molniya-1 n†­149,18,0.2148764040187377,StatusRetired,-1.0,RVSN USSR,0.0,0,0.0,Success,1,6,Plesetsk Cosmodrome,Não Informado,0.7851235959812627,9.0,150.0,Civil,Não Informado,Molniya-M /Block ML,62.93,40.57
Não Informado,1991,Russia,Cosmos 2151,13,0.2218342221474993,StatusRetired,-1.0,RVSN USSR,0.0,0,0.0,Success,1,6,Plesetsk Cosmodrome,Não Informado,0.7781657778525009,15.0,150.0,Civil,Não Informado,Tsyklon-3,62.93,40.57
Lox/Rp-1,1991,Russia,Cosmos 2150,11,0.1727578272956566,StatusRetired,-1.0,RVSN USSR,680.0,0,0.0,Success,1,6,Plesetsk Cosmodrome,Não Informado,0.8272421727043436,5.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1991,Usa,STS-40,5,0.0841519376036167,StatusRetired,33.0,NASA,0.0,0,0.0,Success,1,6,Florida,Não Informado,0.9158480623963832,13.0,450.0,Civil,Não Informado,Space Shuttle Columbia,28.56,-80.58
Não Informado,1991,Russia,Okean 3,4,0.2148764040187377,StatusRetired,-1.0,RVSN USSR,0.0,0,0.0,Success,1,6,Plesetsk Cosmodrome,Não Informado,0.7851235959812627,9.0,150.0,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1991,Usa,Aurora 2,29,0.0601902035009437,StatusRetired,-15.0,Boeing,0.0,0,0.0,Success,1,5,Florida,Não Informado,0.9398097964990564,22.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1991,Russia,Cosmos 2143 to 2148,16,0.1641099182353218,StatusRetired,-1.0,RVSN USSR,0.0,0,0.0,Success,1,5,Plesetsk Cosmodrome,Não Informado,0.835890081764678,21.0,150.0,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1991,Usa,NOAA-D,14,0.5616185463464695,StatusRetired,39.0,General Dynamics,0.0,0,0.0,Success,0,5,California,Não Informado,0.4383814536535306,15.0,150.0,Commercial,Não Informado,Atlas-E/F Star-37S-ISS,34.63,-120.61
Não Informado,1991,Usa,STS-39,28,0.0879293696050903,StatusRetired,33.0,NASA,0.0,0,0.0,Success,1,4,Florida,Não Informado,0.9120706303949097,11.0,450.0,Civil,Não Informado,Space Shuttle Discovery,28.56,-80.58
Não Informado,1991,Russia,Meteor-3 n†­4,24,0.099428756471821,StatusRetired,-1.0,RVSN USSR,0.0,0,0.0,Success,1,4,Plesetsk Cosmodrome,Não Informado,0.9005712435281787,1.0,150.0,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1991,Usa,Yuri 3H,18,0.6714801555599016,StatusRetired,39.0,General Dynamics,0.0,0,0.0,Failure,0,4,Florida,Não Informado,0.3285198444400986,23.0,150.0,Commercial,Não Informado,Atlas I,28.56,-80.58
Lox/Rp-1,1991,Russia,Cosmos 2142,16,0.1514228010545886,StatusRetired,-1.0,RVSN USSR,680.0,0,0.0,Success,1,4,Plesetsk Cosmodrome,Não Informado,0.8485771989454115,7.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1991,Usa,ASC-2 (Spacenet F4),13,0.038295999712357,StatusRetired,-15.0,Boeing,0.0,0,0.0,Success,1,4,Florida,Não Informado,0.9617040002876428,0.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1991,Usa,STS-37,5,0.0925916273596984,StatusRetired,33.0,NASA,0.0,0,0.0,Success,1,4,Florida,Não Informado,0.9074083726403016,14.0,450.0,Civil,Não Informado,Space Shuttle Atlantis,28.56,-80.58
Não Informado,1991,France,Anik E2,4,0.2472194474468668,StatusRetired,11.0,Arianespace,0.0,0,0.0,Success,1,4,French Guiana,Não Informado,0.7527805525531331,23.0,200.0,Commercial,Não Informado,Ariane 44P,5.24,-52.77
Não Informado,1991,Russia,Molniya-3 n†­148,22,0.1771909259467101,StatusRetired,-1.0,RVSN USSR,0.0,0,0.0,Success,1,3,Plesetsk Cosmodrome,Não Informado,0.8228090740532901,12.0,150.0,Civil,Não Informado,Molniya-M /Block ML,62.93,40.57
Lox/Rp-1,1991,Russia,Cosmos 2137,19,0.1634015941009157,StatusRetired,-1.0,RVSN USSR,680.0,0,0.0,Success,1,3,Plesetsk Cosmodrome,Não Informado,0.8365984058990845,14.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Lox/Rp-1,1991,Russia,Nadiezhda n†­6,12,0.1444738381296847,StatusRetired,-1.0,RVSN USSR,680.0,0,0.0,Success,1,3,Plesetsk Cosmodrome,Não Informado,0.8555261618703154,19.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1991,Usa,Inmarsat-2 F2,8,0.0728273763443763,StatusRetired,-15.0,Boeing,0.0,0,0.0,Success,1,3,Florida,Não Informado,0.9271726236556238,23.0,164.0,Commercial,Não Informado,Delta II 6925,28.56,-80.58
Não Informado,1991,Usa,Lacrosse,8,0.6436734026158056,StatusRetired,-15.0,Martin Marietta,0.0,0,0.0,Success,0,3,California,Não Informado,0.3563265973841942,12.0,35.0,Commercial,Não Informado,Titan IV(403)A,34.63,-120.61
Não Informado,1991,France,"Astra 1B, Meteosat 5",2,0.2499382502983241,StatusRetired,11.0,Arianespace,0.0,0,0.0,Success,1,3,French Guiana,Não Informado,0.7500617497016759,23.0,200.0,Commercial,Não Informado,Ariane 44LP,5.24,-52.77
Lox/Rp-1,1991,Russia,Cosmos 2135,26,0.1020259748101478,StatusRetired,-1.0,RVSN USSR,680.0,0,0.0,Success,1,2,Plesetsk Cosmodrome,Não Informado,0.897974025189852,4.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1991,Russia,Molniya-1 n†­147,15,0.1506687073380681,StatusRetired,-1.0,RVSN USSR,0.0,0,0.0,Success,1,2,Plesetsk Cosmodrome,Não Informado,0.8493312926619322,15.0,150.0,Civil,Não Informado,Molniya-M /Block ML,62.93,40.57
Lox/Rp-1,1991,Russia,Cosmos 2125 to 2132,12,0.0898007969311283,StatusRetired,-1.0,RVSN USSR,680.0,0,0.0,Success,1,2,Plesetsk Cosmodrome,Não Informado,0.9101992030688716,2.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Lox/Rp-1,1991,Russia,Cosmos 2123,5,0.0898007969311283,StatusRetired,-1.0,RVSN USSR,680.0,0,0.0,Success,1,2,Plesetsk Cosmodrome,Não Informado,0.9101992030688716,2.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Lox/Rp-1,1991,Russia,Oscar-21,1,0.1850290735322501,StatusRetired,-1.0,RVSN USSR,680.0,0,0.0,Success,1,1,Plesetsk Cosmodrome,Não Informado,0.81497092646775,11.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1991,Kazakhstan,Cosmos 2122,18,0.2670318855724459,StatusRetired,-1.0,RVSN USSR,0.0,0,0.0,Success,1,1,Baikonur Cosmodrome,Não Informado,0.732968114427554,11.0,150.0,Civil,Não Informado,Tsyklon-2,45.92,63.34
Não Informado,1991,France,"Italsat-1, Eutelsat 2F2",15,0.2553638024728759,StatusRetired,11.0,Arianespace,0.0,0,0.0,Success,1,1,French Guiana,Não Informado,0.7446361975271241,23.0,200.0,Commercial,Não Informado,Ariane 44L,5.24,-52.77
Não Informado,1991,Usa,NATO 4A,8,0.0216168683270576,StatusRetired,-15.0,Boeing,0.0,0,0.0,Success,1,1,Florida,Não Informado,0.9783831316729424,0.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1990,Russia,Cosmos 2114 to 2119,22,0.1901244729965806,StatusRetired,-2.0,RVSN USSR,0.0,0,0.0,Success,1,12,Plesetsk Cosmodrome,Não Informado,0.8098755270034195,7.0,150.0,Civil,Não Informado,Tsyklon-3,62.93,40.57
Lox/Rp-1,1990,Russia,Cosmos 2112,10,0.1901244729965806,StatusRetired,-2.0,RVSN USSR,680.0,0,0.0,Success,1,12,Plesetsk Cosmodrome,Não Informado,0.8098755270034195,7.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1990,Kazakhstan,Cosmos 2107,4,0.0742570862453813,StatusRetired,-2.0,RVSN USSR,0.0,0,0.0,Success,1,12,Baikonur Cosmodrome,Não Informado,0.9257429137546184,0.0,150.0,Civil,Não Informado,Tsyklon-2,45.92,63.34
Não Informado,1990,Usa,STS-35,2,0.0517781601383346,StatusRetired,32.0,NASA,0.0,0,0.0,Success,1,12,Florida,Não Informado,0.9482218398616654,6.0,450.0,Civil,Não Informado,Space Shuttle Columbia,28.56,-80.58
Não Informado,1990,Usa,DMSP F-10,1,0.2827565262491678,StatusRetired,38.0,General Dynamics,0.0,0,0.0,Success,1,12,California,Não Informado,0.717243473750832,15.0,150.0,Commercial,Não Informado,Atlas-E/F Star-37S-ISS,34.63,-120.61
Não Informado,1990,Russia,Cosmos 2106,1,0.1882411110473135,StatusRetired,-2.0,RVSN USSR,0.0,0,0.0,Success,1,1,Plesetsk Cosmodrome,Não Informado,0.8117588889526864,11.0,150.0,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1990,Usa,USA-66 (GPS IIA-1),26,0.0810772445635733,StatusRetired,-16.0,Boeing,0.0,0,0.0,Success,1,11,Florida,Não Informado,0.9189227554364264,21.0,164.0,Commercial,Não Informado,Delta II 7925,28.56,-80.58
Não Informado,1990,Russia,Molniya-1 n†­146,23,0.1485220829751304,StatusRetired,-2.0,RVSN USSR,0.0,0,0.0,Success,1,11,Plesetsk Cosmodrome,Não Informado,0.8514779170248701,3.0,150.0,Civil,Não Informado,Molniya-M /Block ML,62.93,40.57
Lox/Lh2,1990,Kazakhstan,GVM Demo Flight,1,0.2357319583015929,StatusRetired,-2.0,RVSN USSR,884.0,0,0.0,Success,1,1,Baikonur Cosmodrome,Não Informado,0.7642680416984071,11.0,150.0,Civil,Não Informado,Rokot/Briz K,45.92,63.34
Não Informado,1990,France,"Satcom C1, GStar-4",20,0.1683883048333543,StatusRetired,10.0,Arianespace,0.0,0,0.0,Success,1,11,French Guiana,Não Informado,0.8316116951666456,23.0,200.0,Commercial,Não Informado,Ariane 42P,5.24,-52.77
Não Informado,1990,Russia,Cosmos 2105,20,0.1379618362279284,StatusRetired,-2.0,RVSN USSR,0.0,0,0.0,Success,1,11,Plesetsk Cosmodrome,Não Informado,0.8620381637720719,2.0,150.0,Civil,Não Informado,Molniya-M /Block 2BL,62.93,40.57
Não Informado,1990,Usa,STS-38,15,0.0689573303138608,StatusRetired,32.0,NASA,0.0,0,0.0,Success,1,11,Florida,Não Informado,0.931042669686139,23.0,450.0,Civil,Não Informado,Space Shuttle Atlantis,28.56,-80.58
Não Informado,1990,Kazakhstan,Cosmos 2103,14,0.2752605566185274,StatusRetired,-2.0,RVSN USSR,0.0,0,0.0,Success,1,11,Baikonur Cosmodrome,Não Informado,0.7247394433814724,6.0,150.0,Civil,Não Informado,Tsyklon-2,45.92,63.34
Não Informado,1990,Usa,DSP,13,0.0202988252507635,StatusRetired,-16.0,Martin Marietta,0.0,0,0.0,Success,1,11,Florida,Não Informado,0.9797011747492366,0.0,35.0,Commercial,Não Informado,Titan IV(402)A,28.56,-80.58
Não Informado,1990,Usa,Inmarsat-2 F1,30,0.0778981722709381,StatusRetired,-16.0,Boeing,0.0,0,0.0,Success,1,10,Florida,Não Informado,0.9221018277290618,23.0,164.0,Commercial,Não Informado,Delta II 6925,28.56,-80.58
Não Informado,1990,Usa,Thor 1,18,0.0414704336091517,StatusRetired,-16.0,Boeing,0.0,0,0.0,Success,1,10,Florida,Não Informado,0.958529566390848,5.0,164.0,Commercial,Não Informado,Delta II 6925,28.56,-80.58
Não Informado,1990,France,"SBS-6, Galaxy-6",12,0.2336297238074109,StatusRetired,10.0,Arianespace,0.0,0,0.0,Success,1,10,French Guiana,Não Informado,0.766370276192589,22.0,200.0,Commercial,Não Informado,Ariane 44L,5.24,-52.77
Não Informado,1990,Usa,STS-41,6,0.0780310422910343,StatusRetired,32.0,NASA,0.0,0,0.0,Success,1,10,Florida,Não Informado,0.9219689577089654,11.0,450.0,Civil,Não Informado,Space Shuttle Discovery,28.56,-80.58
Lox/Rp-1,1990,China,FSW-1 No.3,5,0.048515536133444,StatusActive,34.0,CASC,1746.0,0,682.0,Success,1,10,Jiuquan Satellite Launch Center,Scientific,0.951484463866556,6.0,30.8,Commercial,Leo,Long March 2C,40.96,100.28
Lox/Rp-1,1990,Kazakhstan,Tselina-2 n†­8,4,0.2106881037089111,StatusRetired,-2.0,RVSN USSR,6232.0,0,0.0,Failure,1,10,Baikonur Cosmodrome,Não Informado,0.7893118962910884,4.0,150.0,Civil,Não Informado,Zenit-2,45.92,63.34
Não Informado,1990,Usa,USA-63 (GPS II-8),2,0.0414704336091517,StatusRetired,-16.0,Boeing,0.0,0,0.0,Success,1,10,Florida,Não Informado,0.958529566390848,5.0,164.0,Commercial,Não Informado,Delta II 6925,28.56,-80.58
Não Informado,1990,Russia,Meteor-2 n†­20,28,0.2132466014907677,StatusRetired,-2.0,RVSN USSR,0.0,0,0.0,Success,1,9,Plesetsk Cosmodrome,Não Informado,0.7867533985092325,7.0,150.0,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1990,Russia,Molniya-3 n†­145,20,0.2248893117732571,StatusRetired,-2.0,RVSN USSR,0.0,0,0.0,Success,1,9,Plesetsk Cosmodrome,Não Informado,0.775110688226743,20.0,150.0,Civil,Não Informado,Molniya-M /Block ML,62.93,40.57
Lox/Rp-1,1990,Russia,Cosmos 2100,14,0.2223662151753693,StatusRetired,-2.0,RVSN USSR,680.0,0,473.0,Success,1,9,Plesetsk Cosmodrome,Rideshare,0.7776337848246312,5.0,150.0,Civil,Leo,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1990,China,Fengyun-1B,3,0.2115742830110704,StatusRetired,34.0,CASC,0.0,0,0.0,Success,1,9,Taiyuan Satellite Launch Center,Não Informado,0.7884257169889295,0.0,30.8,Commercial,Não Informado,Long March 4A,38.84,111.6
Não Informado,1990,France,"Skynet 4C, Eutelsat 2F1",30,0.2160657538743209,StatusRetired,10.0,Arianespace,0.0,0,0.0,Success,1,8,French Guiana,Não Informado,0.7839342461256792,22.0,200.0,Commercial,Não Informado,Ariane 44L,5.24,-52.77
Lox/Rp-1,1990,Russia,Cosmos 2098,28,0.2414755342065385,StatusRetired,-2.0,RVSN USSR,680.0,0,0.0,Success,1,8,Plesetsk Cosmodrome,Não Informado,0.7585244657934617,15.0,150.0,Civil,Não Informado,Cosmos-3M (11K65M),62.93,40.57
Não Informado,1990,Japan,BS-3A,28,0.3738169794415247,StatusRetired,-13.0,MHI,0.0,0,0.0,Success,1,8,Tanegashima Space Center,Não Informado,0.6261830205584755,9.0,90.0,Civil,Não Informado,H-I UM-129A (9SO),30.4,130.97
N2O4/Udmh,1990,Japan,BS-3A (Yuri-3A),28,0.3738169794415247,StatusRetired,-13.0,MHI,1451.0,0,0.0,Success,1,8,Tanegashima Space Center,Não Informado,0.6261830205584755,9.0,90.0,Civil,Não Informado,H-I (9 SO),30.4,130.97
Não Informado,1990,Russia,Cosmos 2097,28,0.1988074940588537,StatusRetired,-2.0,RVSN USSR,0.0,0,0.0,Success,1,8,Plesetsk Cosmodrome,Não Informado,0.8011925059411465,7.0,150.0,Civil,Não Informado,Molniya-M /Block 2BL,62.93,40.57
Não Informado,1990,Kazakhstan,Cosmos 2096,23,0.239656660629587,StatusRetired,-2.0,RVSN USSR,0.0,0,0.0,Success,1,8,Baikonur Cosmodrome,Não Informado,0.7603433393704129,16.0,150.0,Civil,Não Informado,Tsyklon-2,45.92,63.34
Não Informado,1990,Russia,Molniya-1 n†­144,10,0.2236876609572244,StatusRetired,-2.0,RVSN USSR,0.0,0,0.0,Success,1,8,Plesetsk Cosmodrome,Não Informado,0.7763123390427755,20.0,150.0,Civil,Não Informado,Molniya-M /Block ML,62.93,40.57
Não Informado,1990,Russia,Cosmos 2090 to 2095,8,0.2564429231737142,StatusRetired,-2.0,RVSN USSR,0.0,0,0.0,Success,1,8,Plesetsk Cosmodrome,Não Informado,0.743557076826286,14.0,150.0,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1990,Russia,Cosmos 2088,30,0.0741589247301034,StatusRetired,-2.0,RVSN USSR,0.0,0,0.0,Success,1,7,Plesetsk Cosmodrome,Não Informado,0.9258410752698965,0.0,150.0,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1990,Usa,CRRES,25,0.6025609960882568,StatusRetired,38.0,General Dynamics,0.0,0,0.0,Success,0,7,Florida,Não Informado,0.3974390039117433,19.0,150.0,Commercial,Não Informado,Atlas I,28.56,-80.58
Não Informado,1990,Russia,Cosmos 2087,25,0.2319854563489497,StatusRetired,-2.0,RVSN USSR,0.0,0,0.0,Success,1,7,Plesetsk Cosmodrome,Não Informado,0.7680145436510504,18.0,150.0,Civil,Não Informado,Molniya-M /Block 2BL,62.93,40.57
Não Informado,1990,France,"TDF-2, DFS-2",24,0.2369529440824158,StatusRetired,10.0,Arianespace,0.0,0,0.0,Success,1,7,French Guiana,Não Informado,0.7630470559175841,22.0,200.0,Commercial,Não Informado,Ariane 44L,5.24,-52.77
Não Informado,1990,China,"Optus-B, Badr-1, mass simulator",16,0.2567114595777119,StatusRetired,34.0,CASC,0.0,0,0.0,Success,1,7,Xichang Satellite Launch Center,Não Informado,0.7432885404222881,0.0,30.8,Commercial,Não Informado,Long March 2E,28.24,102.02
Não Informado,1990,Russia,Meteor-2 n†­19,25,0.1798495693252977,StatusRetired,-2.0,RVSN USSR,0.0,0,0.0,Success,1,6,Plesetsk Cosmodrome,Não Informado,0.820150430674702,22.0,150.0,Civil,Não Informado,Tsyklon-3,62.93,40.57
Não Informado,1990,Usa,Intelsat 604,23,0.4474150546624261,StatusRetired,-16.0,Martin Marietta,0.0,0,0.0,Success,1,6,Florida,Não Informado,0.5525849453375737,11.0,136.6,Commercial,Não Informado,Commercial Titan III,28.56,-80.58
Não Informado,1990,Russia,Cosmos 2084,21,0.2026773496867041,StatusRetired,-2.0,RVSN USSR,0.0,0,0.0,Partial Failure,1,6,Plesetsk Cosmodrome,Não Informado,0.7973226503132957,20.0,150.0,Civil,Não Informado,Molniya-M /Block 2BL,62.93,40.57
